Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
145.8,0,1.51623e-09,-2.9941e-08
145.802,0,-4.4285e-08,-3.48295e-08
145.804,0,-5.32717e-08,-3.51592e-08
145.806,0,-1.51623e-09,-2.99407e-08
145.808,0,4.4285e-08,-3.48269e-08
145.81,0,5.32717e-08,-3.51568e-08
145.812,0,1.51623e-09,-2.9941e-08
145.814,0,-4.4285e-08,-3.48295e-08
145.816,0,-5.32717e-08,-3.51592e-08
145.818,0,-1.51623e-09,-2.99407e-08
145.82,0,4.4285e-08,-3.48269e-08
145.822,0,5.32717e-08,-3.51568e-08
145.824,0,1.51623e-09,-2.9941e-08
145.826,0,-4.4285e-08,-3.48295e-08
145.828,0,-5.32717e-08,-3.51592e-08
145.83,0,-1.51623e-09,-2.99407e-08
145.832,0,4.4285e-08,-3.48269e-08
145.834,0,5.32717e-08,-3.51568e-08
145.836,0,1.51623e-09,-2.9941e-08
145.838,0,-4.4285e-08,-3.48295e-08
145.84,0,-5.32717e-08,-3.51592e-08
145.842,0,-1.51623e-09,-2.99407e-08
145.844,0,4.4285e-08,-3.48269e-08
145.846,0,5.32717e-08,-3.51568e-08
145.848,0,1.51623e-09,-2.9941e-08
145.85,0,-4.4285e-08,-3.48295e-08
145.852,0,-5.32717e-08,-3.51592e-08
145.854,0,-1.51623e-09,-2.99407e-08
145.856,0,4.4285e-08,-3.48269e-08
145.858,0,5.32717e-08,-3.51568e-08
145.86,0,1.51623e-09,-2.9941e-08
145.862,0,-4.4285e-08,-3.48295e-08
145.864,0,-5.32717e-08,-3.51592e-08
145.866,0,-1.51623e-09,-2.99407e-08
145.868,0,4.4285e-08,-3.48269e-08
145.87,0,5.32717e-08,-3.51568e-08
145.872,0,1.51623e-09,-2.9941e-08
145.874,0,-4.4285e-08,-3.48295e-08
145.876,0,-5.32717e-08,-3.51592e-08
145.878,0,-1.51623e-09,-2.99407e-08
145.88,0,4.4285e-08,-3.48269e-08
145.882,0,5.32717e-08,-3.51568e-08
145.884,0,1.51623e-09,-2.9941e-08
145.886,0,-4.4285e-08,-3.48295e-08
145.888,0,-5.32717e-08,-3.51592e-08
145.89,0,-1.51623e-09,-2.99407e-08
145.892,0,4.4285e-08,-3.48269e-08
145.894,0,5.32717e-08,-3.51568e-08
145.896,0,1.51623e-09,-2.9941e-08
145.898,0,-4.4285e-08,-3.48295e-08
145.9,0,-5.32717e-08,-3.51592e-08
145.902,0,-1.51623e-09,-2.99407e-08
145.904,0,4.4285e-08,-3.48269e-08
145.906,0,5.32717e-08,-3.51568e-08
145.908,0,1.51623e-09,-2.9941e-08
145.91,0,-4.4285e-08,-3.48295e-08
145.912,0,-5.32717e-08,-3.51592e-08
145.914,0,-1.51623e-09,-2.99407e-08
145.916,0,4.4285e-08,-3.48269e-08
145.918,0,5.32717e-08,-3.51568e-08
145.92,0,1.51623e-09,-2.9941e-08
145.922,0,-4.4285e-08,-3.48295e-08
145.924,0,-5.32717e-08,-3.51592e-08
145.926,0,-1.51623e-09,-2.99407e-08
145.928,0,4.4285e-08,-3.48269e-08
145.93,0,5.32717e-08,-3.51568e-08
145.932,0,1.51623e-09,-2.9941e-08
145.934,0,-4.4285e-08,-3.48295e-08
145.936,0,-5.32717e-08,-3.51592e-08
145.938,0,-1.51623e-09,-2.99407e-08
145.94,0,4.4285e-08,-3.48269e-08
145.942,0,5.32717e-08,-3.51568e-08
145.944,0,1.51623e-09,-2.9941e-08
145.946,0,-4.4285e-08,-3.48295e-08
145.948,0,-5.32717e-08,-3.51592e-08
145.95,0,-1.51623e-09,-2.99407e-08
145.952,0,4.4285e-08,-3.48269e-08
145.954,0,5.32717e-08,-3.51568e-08
145.956,0,1.51623e-09,-2.9941e-08
145.958,0,-4.4285e-08,-3.48295e-08
145.96,0,-5.32717e-08,-3.51592e-08
145.962,0,-1.51623e-09,-2.99407e-08
145.964,0,4.4285e-08,-3.48269e-08
145.966,0,5.32717e-08,-3.51568e-08
145.968,0,1.51623e-09,-2.9941e-08
145.97,0,-4.4285e-08,-3.48295e-08
145.972,0,-5.32717e-08,-3.51592e-08
145.974,0,-1.51623e-09,-2.99407e-08
145.976,0,4.4285e-08,-3.48269e-08
145.978,0,5.32717e-08,-3.51568e-08
145.98,0,1.51623e-09,-2.9941e-08
145.982,0,-4.4285e-08,-3.48295e-08
145.984,0,-5.32717e-08,-3.51592e-08
145.986,0,-1.51623e-09,-2.99407e-08
145.988,0,4.4285e-08,-3.48269e-08
145.99,0,5.32717e-08,-3.51568e-08
145.992,0,1.51623e-09,-2.9941e-08
145.994,0,-4.4285e-08,-3.48295e-08
145.996,0,-5.32717e-08,-3.51592e-08
145.998,0,-1.51623e-09,-2.99407e-08
146,0,4.4285e-08,-3.48269e-08
146.002,0,5.32717e-08,-3.51568e-08
146.004,0,1.51623e-09,-2.9941e-08
146.006,0,-4.4285e-08,-3.48295e-08
146.008,0,-5.32717e-08,-3.51592e-08
146.01,0,-1.51623e-09,-2.99407e-08
146.012,0,4.4285e-08,-3.48269e-08
146.014,0,5.32717e-08,-3.51568e-08
146.016,0,1.51623e-09,-2.9941e-08
146.018,0,-4.4285e-08,-3.48295e-08
146.02,0,-5.32717e-08,-3.51592e-08
146.022,0,-1.51623e-09,-2.99407e-08
146.024,0,4.4285e-08,-3.48269e-08
146.026,0,5.32717e-08,-3.51568e-08
146.028,0,1.51623e-09,-2.9941e-08
146.03,0,-4.4285e-08,-3.48295e-08
146.032,0,-5.32717e-08,-3.51592e-08
146.034,0,-1.51623e-09,-2.99407e-08
146.036,0,4.4285e-08,-3.48269e-08
146.038,0,5.32717e-08,-3.51568e-08
146.04,0,1.51623e-09,-2.9941e-08
146.042,0,-4.4285e-08,-3.48295e-08
146.044,0,-5.32717e-08,-3.51592e-08
146.046,0,-1.51623e-09,-2.99407e-08
146.048,0,4.4285e-08,-3.48269e-08
146.05,0,5.32717e-08,-3.51568e-08
146.052,0,1.51623e-09,-2.9941e-08
146.054,0,-4.4285e-08,-3.48295e-08
146.056,0,-5.32717e-08,-3.51592e-08
146.058,0,-1.51623e-09,-2.99407e-08
146.06,0,4.4285e-08,-3.48269e-08
146.062,0,5.32717e-08,-3.51568e-08
146.064,0,1.51623e-09,-2.9941e-08
146.066,0,-4.4285e-08,-3.48295e-08
146.068,0,-5.32717e-08,-3.51592e-08
146.07,0,-1.51623e-09,-2.99407e-08
146.072,0,4.4285e-08,-3.48269e-08
146.074,0,5.32717e-08,-3.51568e-08
146.076,0,1.51623e-09,-2.9941e-08
146.078,0,-4.4285e-08,-3.48295e-08
146.08,0,-5.32717e-08,-3.51592e-08
146.082,0,-1.51623e-09,-2.99407e-08
146.084,0,4.4285e-08,-3.48269e-08
146.086,0,5.32717e-08,-3.51568e-08
146.088,0,1.51623e-09,-2.9941e-08
146.09,0,-4.4285e-08,-3.48295e-08
146.092,0,-5.32717e-08,-3.51592e-08
146.094,0,-1.51623e-09,-2.99407e-08
146.096,0,4.4285e-08,-3.48269e-08
146.098,0,5.32717e-08,-3.51568e-08
146.1,0,1.51623e-09,-2.9941e-08
146.102,0,-4.4285e-08,-3.48295e-08
146.104,0,-5.32717e-08,-3.51592e-08
146.106,0,-1.51623e-09,-2.99407e-08
146.108,0,4.4285e-08,-3.48269e-08
146.11,0,5.32717e-08,-3.51568e-08
146.112,0,1.51623e-09,-2.9941e-08
146.114,0,-4.4285e-08,-3.48295e-08
146.116,0,-5.32717e-08,-3.51592e-08
146.118,0,-1.51623e-09,-2.99407e-08
146.12,0,4.4285e-08,-3.48269e-08
146.122,0,5.32717e-08,-3.51568e-08
146.124,0,1.51623e-09,-2.9941e-08
146.126,0,-4.4285e-08,-3.48295e-08
146.128,0,-5.32717e-08,-3.51592e-08
146.13,0,-1.51623e-09,-2.99407e-08
146.132,0,4.4285e-08,-3.48269e-08
146.134,0,5.32717e-08,-3.51568e-08
146.136,0,1.51623e-09,-2.9941e-08
146.138,0,-4.4285e-08,-3.48295e-08
146.14,0,-5.32717e-08,-3.51592e-08
146.142,0,-1.51623e-09,-2.99407e-08
146.144,0,4.4285e-08,-3.48269e-08
146.146,0,5.32717e-08,-3.51568e-08
146.148,0,1.51623e-09,-2.9941e-08
146.15,0,-4.4285e-08,-3.48295e-08
146.152,0,-5.32717e-08,-3.51592e-08
146.154,0,-1.51623e-09,-2.99407e-08
146.156,0,4.4285e-08,-3.48269e-08
146.158,0,5.32717e-08,-3.51568e-08
146.16,0,1.51623e-09,-2.9941e-08
146.162,0,-4.4285e-08,-3.48295e-08
146.164,0,-5.32717e-08,-3.51592e-08
146.166,0,-1.51623e-09,-2.99407e-08
146.168,0,4.4285e-08,-3.48269e-08
146.17,0,5.32717e-08,-3.51568e-08
146.172,0,1.51623e-09,-2.9941e-08
146.174,0,-4.4285e-08,-3.48295e-08
146.176,0,-5.32717e-08,-3.51592e-08
146.178,0,-1.51623e-09,-2.99407e-08
146.18,0,4.4285e-08,-3.48269e-08
146.182,0,5.32717e-08,-3.51568e-08
146.184,0,1.51623e-09,-2.9941e-08
146.186,0,-4.4285e-08,-3.48295e-08
146.188,0,-5.32717e-08,-3.51592e-08
146.19,0,-1.51623e-09,-2.99407e-08
146.192,0,4.4285e-08,-3.48269e-08
146.194,0,5.32717e-08,-3.51568e-08
146.196,0,1.51623e-09,-2.9941e-08
146.198,0,-4.4285e-08,-3.48295e-08
146.2,0,-5.32717e-08,-3.51592e-08
146.202,0,-1.51623e-09,-2.99407e-08
146.204,0,4.4285e-08,-3.48269e-08
146.206,0,5.32717e-08,-3.51568e-08
146.208,0,1.51623e-09,-2.9941e-08
146.21,0,-4.4285e-08,-3.48295e-08
146.212,0,-5.32717e-08,-3.51592e-08
146.214,0,-1.51623e-09,-2.99407e-08
146.216,0,4.4285e-08,-3.48269e-08
146.218,0,5.32717e-08,-3.51568e-08
146.22,0,1.51623e-09,-2.9941e-08
146.222,0,-4.4285e-08,-3.48295e-08
146.224,0,-5.32717e-08,-3.51592e-08
146.226,0,-1.51623e-09,-2.99407e-08
146.228,0,4.4285e-08,-3.48269e-08
146.23,0,5.32717e-08,-3.51568e-08
146.232,0,1.51623e-09,-2.9941e-08
146.234,0,-4.4285e-08,-3.48295e-08
146.236,0,-5.32717e-08,-3.51592e-08
146.238,0,-1.51623e-09,-2.99407e-08
146.24,0,4.4285e-08,-3.48269e-08
146.242,0,5.32717e-08,-3.51568e-08
146.244,0,1.51623e-09,-2.9941e-08
146.246,0,-4.4285e-08,-3.48295e-08
146.248,0,-5.32717e-08,-3.51592e-08
146.25,0,-1.51623e-09,-2.99407e-08
146.252,0,4.4285e-08,-3.48269e-08
146.254,0,5.32717e-08,-3.51568e-08
146.256,0,1.51623e-09,-2.9941e-08
146.258,0,-4.4285e-08,-3.48295e-08
146.26,0,-5.32717e-08,-3.51592e-08
146.262,0,-1.51623e-09,-2.99407e-08
146.264,0,4.4285e-08,-3.48269e-08
146.266,0,5.32717e-08,-3.51568e-08
146.268,0,1.51623e-09,-2.9941e-08
146.27,0,-4.4285e-08,-3.48295e-08
146.272,0,-5.32717e-08,-3.51592e-08
146.274,0,-1.51623e-09,-2.99407e-08
146.276,0,4.4285e-08,-3.48269e-08
146.278,0,5.32717e-08,-3.51568e-08
146.28,0,1.51623e-09,-2.9941e-08
146.282,0,-4.4285e-08,-3.48295e-08
146.284,0,-5.32717e-08,-3.51592e-08
146.286,0,-1.51623e-09,-2.99407e-08
146.288,0,4.4285e-08,-3.48269e-08
146.29,0,5.32717e-08,-3.51568e-08
146.292,0,1.51623e-09,-2.9941e-08
146.294,0,-4.4285e-08,-3.48295e-08
146.296,0,-5.32717e-08,-3.51592e-08
146.298,0,-1.51623e-09,-2.99407e-08
146.3,0,4.4285e-08,-3.48269e-08
146.302,0,5.32717e-08,-3.51568e-08
146.304,0,1.51623e-09,-2.9941e-08
146.306,0,-4.4285e-08,-3.48295e-08
146.308,0,-5.32717e-08,-3.51592e-08
146.31,0,-1.51623e-09,-2.99407e-08
146.312,0,4.4285e-08,-3.48269e-08
146.314,0,5.32717e-08,-3.51568e-08
146.316,0,1.51623e-09,-2.9941e-08
146.318,0,-4.4285e-08,-3.48295e-08
146.32,0,-5.32717e-08,-3.51592e-08
146.322,0,-1.51623e-09,-2.99407e-08
146.324,0,4.4285e-08,-3.48269e-08
146.326,0,5.32717e-08,-3.51568e-08
146.328,0,1.51623e-09,-2.9941e-08
146.33,0,-4.4285e-08,-3.48295e-08
146.332,0,-5.32717e-08,-3.51592e-08
146.334,0,-1.51623e-09,-2.99407e-08
146.336,0,4.4285e-08,-3.48269e-08
146.338,0,5.32717e-08,-3.51568e-08
146.34,0,1.51623e-09,-2.9941e-08
146.342,0,-4.4285e-08,-3.48295e-08
146.344,0,-5.32717e-08,-3.51592e-08
146.346,0,-1.51623e-09,-2.99407e-08
146.348,0,4.4285e-08,-3.48269e-08
146.35,0,5.32717e-08,-3.51568e-08
146.352,0,1.51623e-09,-2.9941e-08
146.354,0,-4.4285e-08,-3.48295e-08
146.356,0,-5.32717e-08,-3.51592e-08
146.358,0,-1.51623e-09,-2.99407e-08
146.36,0,4.4285e-08,-3.48269e-08
146.362,0,5.32717e-08,-3.51568e-08
146.364,0,1.51623e-09,-2.9941e-08
146.366,0,-4.4285e-08,-3.48295e-08
146.368,0,-5.32717e-08,-3.51592e-08
146.37,0,-1.51623e-09,-2.99407e-08
146.372,0,4.4285e-08,-3.48269e-08
146.374,0,5.32717e-08,-3.51568e-08
146.376,0,1.51623e-09,-2.9941e-08
146.378,0,-4.4285e-08,-3.48295e-08
146.38,0,-5.32717e-08,-3.51592e-08
146.382,0,-1.51623e-09,-2.99407e-08
146.384,0,4.4285e-08,-3.48269e-08
146.386,0,5.32717e-08,-3.51568e-08
146.388,0,1.51623e-09,-2.9941e-08
146.39,0,-4.4285e-08,-3.48295e-08
146.392,0,-5.32717e-08,-3.51592e-08
146.394,0,-1.51623e-09,-2.99407e-08
146.396,0,4.4285e-08,-3.48269e-08
146.398,0,5.32717e-08,-3.51568e-08
146.4,0,1.51623e-09,-2.9941e-08
146.402,0,-4.4285e-08,-3.48295e-08
146.404,0,-5.32717e-08,-3.51592e-08
146.406,0,-1.51623e-09,-2.99407e-08
146.408,0,4.4285e-08,-3.48269e-08
146.41,0,5.32717e-08,-3.51568e-08
146.412,0,1.51623e-09,-2.9941e-08
146.414,0,-4.4285e-08,-3.48295e-08
146.416,0,-5.32717e-08,-3.51592e-08
146.418,0,-1.51623e-09,-2.99407e-08
146.42,0,4.4285e-08,-3.48269e-08
146.422,0,5.32717e-08,-3.51568e-08
146.424,0,1.51623e-09,-2.9941e-08
146.426,0,-4.4285e-08,-3.48295e-08
146.428,0,-5.32717e-08,-3.51592e-08
146.43,0,-1.51623e-09,-2.99407e-08
146.432,0,4.4285e-08,-3.48269e-08
146.434,0,5.32717e-08,-3.51568e-08
146.436,0,1.51623e-09,-2.9941e-08
146.438,0,-4.4285e-08,-3.48295e-08
146.44,0,-5.32717e-08,-3.51592e-08
146.442,0,-1.51623e-09,-2.99407e-08
146.444,0,4.4285e-08,-3.48269e-08
146.446,0,5.32717e-08,-3.51568e-08
146.448,0,1.51623e-09,-2.9941e-08
146.45,0,-4.4285e-08,-3.48295e-08
146.452,0,-5.32717e-08,-3.51592e-08
146.454,0,-1.51623e-09,-2.99407e-08
146.456,0,4.4285e-08,-3.48269e-08
146.458,0,5.32717e-08,-3.51568e-08
146.46,0,1.51623e-09,-2.9941e-08
146.462,0,-4.4285e-08,-3.48295e-08
146.464,0,-5.32717e-08,-3.51592e-08
146.466,0,-1.51623e-09,-2.99407e-08
146.468,0,4.4285e-08,-3.48269e-08
146.47,0,5.32717e-08,-3.51568e-08
146.472,0,1.51623e-09,-2.9941e-08
146.474,0,-4.4285e-08,-3.48295e-08
146.476,0,-5.32717e-08,-3.51592e-08
146.478,0,-1.51623e-09,-2.99407e-08
146.48,0,4.4285e-08,-3.48269e-08
146.482,0,5.32717e-08,-3.51568e-08
146.484,0,1.51623e-09,-2.9941e-08
146.486,0,-4.4285e-08,-3.48295e-08
146.488,0,-5.32717e-08,-3.51592e-08
146.49,0,-1.51623e-09,-2.99407e-08
146.492,0,4.4285e-08,-3.48269e-08
146.494,0,5.32717e-08,-3.51568e-08
146.496,0,1.51623e-09,-2.9941e-08
146.498,0,-4.4285e-08,-3.48295e-08
146.5,0,-5.32717e-08,-3.51592e-08
146.502,0,-1.51623e-09,-2.99407e-08
146.504,0,4.4285e-08,-3.48269e-08
146.506,0,5.32717e-08,-3.51568e-08
146.508,0,1.51623e-09,-2.9941e-08
146.51,0,-4.4285e-08,-3.48295e-08
146.512,0,-5.32717e-08,-3.51592e-08
146.514,0,-1.51623e-09,-2.99407e-08
146.516,0,4.4285e-08,-3.48269e-08
146.518,0,5.32717e-08,-3.51568e-08
146.52,0,1.51623e-09,-2.9941e-08
146.522,0,-4.4285e-08,-3.48295e-08
146.524,0,-5.32717e-08,-3.51592e-08
146.526,0,-1.51623e-09,-2.99407e-08
146.528,0,4.4285e-08,-3.48269e-08
146.53,0,5.32717e-08,-3.51568e-08
146.532,0,1.51623e-09,-2.9941e-08
146.534,0,-4.4285e-08,-3.48295e-08
146.536,0,-5.32717e-08,-3.51592e-08
146.538,0,-1.51623e-09,-2.99407e-08
146.54,0,4.4285e-08,-3.48269e-08
146.542,0,5.32717e-08,-3.51568e-08
146.544,0,1.51623e-09,-2.9941e-08
146.546,0,-4.4285e-08,-3.48295e-08
146.548,0,-5.32717e-08,-3.51592e-08
146.55,0,-1.51623e-09,-2.99407e-08
146.552,0,4.4285e-08,-3.48269e-08
146.554,0,5.32717e-08,-3.51568e-08
146.556,0,1.51623e-09,-2.9941e-08
146.558,0,-4.4285e-08,-3.48295e-08
146.56,0,-5.32717e-08,-3.51592e-08
146.562,0,-1.51623e-09,-2.99407e-08
146.564,0,4.4285e-08,-3.48269e-08
146.566,0,5.32717e-08,-3.51568e-08
146.568,0,1.51623e-09,-2.9941e-08
146.57,0,-4.4285e-08,-3.48295e-08
146.572,0,-5.32717e-08,-3.51592e-08
146.574,0,-1.51623e-09,-2.99407e-08
146.576,0,4.4285e-08,-3.48269e-08
146.578,0,5.32717e-08,-3.51568e-08
146.58,0,1.51623e-09,-2.9941e-08
146.582,0,-4.4285e-08,-3.48295e-08
146.584,0,-5.32717e-08,-3.51592e-08
146.586,0,-1.51623e-09,-2.99407e-08
146.588,0,4.4285e-08,-3.48269e-08
146.59,0,5.32717e-08,-3.51568e-08
146.592,0,1.51623e-09,-2.9941e-08
146.594,0,-4.4285e-08,-3.48295e-08
146.596,0,-5.32717e-08,-3.51592e-08
146.598,0,-1.51623e-09,-2.99407e-08
146.6,0,4.4285e-08,-3.48269e-08
146.602,0,5.32717e-08,-3.51568e-08
146.604,0,1.51623e-09,-2.9941e-08
146.606,0,-4.4285e-08,-3.48295e-08
146.608,0,-5.32717e-08,-3.51592e-08
146.61,0,-1.51623e-09,-2.99407e-08
146.612,0,4.4285e-08,-3.48269e-08
146.614,0,5.32717e-08,-3.51568e-08
146.616,0,1.51623e-09,-2.9941e-08
146.618,0,-4.4285e-08,-3.48295e-08
146.62,0,-5.32717e-08,-3.51592e-08
146.622,0,-1.51623e-09,-2.99407e-08
146.624,0,4.4285e-08,-3.48269e-08
146.626,0,5.32717e-08,-3.51568e-08
146.628,0,1.51623e-09,-2.9941e-08
146.63,0,-4.4285e-08,-3.48295e-08
146.632,0,-5.32717e-08,-3.51592e-08
146.634,0,-1.51623e-09,-2.99407e-08
146.636,0,4.4285e-08,-3.48269e-08
146.638,0,5.32717e-08,-3.51568e-08
146.64,0,1.51623e-09,-2.9941e-08
146.642,0,-4.4285e-08,-3.48295e-08
146.644,0,-5.32717e-08,-3.51592e-08
146.646,0,-1.51623e-09,-2.99407e-08
146.648,0,4.4285e-08,-3.48269e-08
146.65,0,5.32717e-08,-3.51568e-08
146.652,0,1.51623e-09,-2.9941e-08
146.654,0,-4.4285e-08,-3.48295e-08
146.656,0,-5.32717e-08,-3.51592e-08
146.658,0,-1.51623e-09,-2.99407e-08
146.66,0,4.4285e-08,-3.48269e-08
146.662,0,5.32717e-08,-3.51568e-08
146.664,0,1.51623e-09,-2.9941e-08
146.666,0,-4.4285e-08,-3.48295e-08
146.668,0,-5.32717e-08,-3.51592e-08
146.67,0,-1.51623e-09,-2.99407e-08
146.672,0,4.4285e-08,-3.48269e-08
146.674,0,5.32717e-08,-3.51568e-08
146.676,0,1.51623e-09,-2.9941e-08
146.678,0,-4.4285e-08,-3.48295e-08
146.68,0,-5.32717e-08,-3.51592e-08
146.682,0,-1.51623e-09,-2.99407e-08
146.684,0,4.4285e-08,-3.48269e-08
146.686,0,5.32717e-08,-3.51568e-08
146.688,0,1.51623e-09,-2.9941e-08
146.69,0,-4.4285e-08,-3.48295e-08
146.692,0,-5.32717e-08,-3.51592e-08
146.694,0,-1.51623e-09,-2.99407e-08
146.696,0,4.4285e-08,-3.48269e-08
146.698,0,5.32717e-08,-3.51568e-08
146.7,0,1.51623e-09,-2.9941e-08
146.702,0,-4.4285e-08,-3.48295e-08
146.704,0,-5.32717e-08,-3.51592e-08
146.706,0,-1.51623e-09,-2.99407e-08
146.708,0,4.4285e-08,-3.48269e-08
146.71,0,5.32717e-08,-3.51568e-08
146.712,0,1.51623e-09,-2.9941e-08
146.714,0,-4.4285e-08,-3.48295e-08
146.716,0,-5.32717e-08,-3.51592e-08
146.718,0,-1.51623e-09,-2.99407e-08
146.72,0,4.4285e-08,-3.48269e-08
146.722,0,5.32717e-08,-3.51568e-08
146.724,0,1.51623e-09,-2.9941e-08
146.726,0,-4.4285e-08,-3.48295e-08
146.728,0,-5.32717e-08,-3.51592e-08
146.73,0,-1.51623e-09,-2.99407e-08
146.732,0,4.4285e-08,-3.48269e-08
146.734,0,5.32717e-08,-3.51568e-08
146.736,0,1.51623e-09,-2.9941e-08
146.738,0,-4.4285e-08,-3.48295e-08
146.74,0,-5.32717e-08,-3.51592e-08
146.742,0,-1.51623e-09,-2.99407e-08
146.744,0,4.4285e-08,-3.48269e-08
146.746,0,5.32717e-08,-3.51568e-08
146.748,0,1.51623e-09,-2.9941e-08
146.75,0,-4.4285e-08,-3.48295e-08
146.752,0,-5.32717e-08,-3.51592e-08
146.754,0,-1.51623e-09,-2.99407e-08
146.756,0,4.4285e-08,-3.48269e-08
146.758,0,5.32717e-08,-3.51568e-08
146.76,0,1.51623e-09,-2.9941e-08
146.762,0,-4.4285e-08,-3.48295e-08
146.764,0,-5.32717e-08,-3.51592e-08
146.766,0,-1.51623e-09,-2.99407e-08
146.768,0,4.4285e-08,-3.48269e-08
146.77,0,5.32717e-08,-3.51568e-08
146.772,0,1.51623e-09,-2.9941e-08
146.774,0,-4.4285e-08,-3.48295e-08
146.776,0,-5.32717e-08,-3.51592e-08
146.778,0,-1.51623e-09,-2.99407e-08
146.78,0,4.4285e-08,-3.48269e-08
146.782,0,5.32717e-08,-3.51568e-08
146.784,0,1.51623e-09,-2.9941e-08
146.786,0,-4.4285e-08,-3.48295e-08
146.788,0,-5.32717e-08,-3.51592e-08
146.79,0,-1.51623e-09,-2.99407e-08
146.792,0,4.4285e-08,-3.48269e-08
146.794,0,5.32717e-08,-3.51568e-08
146.796,0,1.51623e-09,-2.9941e-08
146.798,0,-4.4285e-08,-3.48295e-08
146.8,0,-5.32717e-08,-3.51592e-08
146.802,0,-1.51623e-09,-2.99407e-08
146.804,0,4.4285e-08,-3.48269e-08
146.806,0,5.32717e-08,-3.51568e-08
146.808,0,1.51623e-09,-2.9941e-08
146.81,0,-4.4285e-08,-3.48295e-08
146.812,0,-5.32717e-08,-3.51592e-08
146.814,0,-1.51623e-09,-2.99407e-08
146.816,0,4.4285e-08,-3.48269e-08
146.818,0,5.32717e-08,-3.51568e-08
146.82,0,1.51623e-09,-2.9941e-08
146.822,0,-4.4285e-08,-3.48295e-08
146.824,0,-5.32717e-08,-3.51592e-08
146.826,0,-1.51623e-09,-2.99407e-08
146.828,0,4.4285e-08,-3.48269e-08
146.83,0,5.32717e-08,-3.51568e-08
146.832,0,1.51623e-09,-2.9941e-08
146.834,0,-4.4285e-08,-3.48295e-08
146.836,0,-5.32717e-08,-3.51592e-08
146.838,0,-1.51623e-09,-2.99407e-08
146.84,0,4.4285e-08,-3.48269e-08
146.842,0,5.32717e-08,-3.51568e-08
146.844,0,1.51623e-09,-2.9941e-08
146.846,0,-4.4285e-08,-3.48295e-08
146.848,0,-5.32717e-08,-3.51592e-08
146.85,0,-1.51623e-09,-2.99407e-08
146.852,0,4.4285e-08,-3.48269e-08
146.854,0,5.32717e-08,-3.51568e-08
146.856,0,1.51623e-09,-2.9941e-08
146.858,0,-4.4285e-08,-3.48295e-08
146.86,0,-5.32717e-08,-3.51592e-08
146.862,0,-1.51623e-09,-2.99407e-08
146.864,0,4.4285e-08,-3.48269e-08
146.866,0,5.32717e-08,-3.51568e-08
146.868,0,1.51623e-09,-2.9941e-08
146.87,0,-4.4285e-08,-3.48295e-08
146.872,0,-5.32717e-08,-3.51592e-08
146.874,0,-1.51623e-09,-2.99407e-08
146.876,0,4.4285e-08,-3.48269e-08
146.878,0,5.32717e-08,-3.51568e-08
146.88,0,1.51623e-09,-2.9941e-08
146.882,0,-4.4285e-08,-3.48295e-08
146.884,0,-5.32717e-08,-3.51592e-08
146.886,0,-1.51623e-09,-2.99407e-08
146.888,0,4.4285e-08,-3.48269e-08
146.89,0,5.32717e-08,-3.51568e-08
146.892,0,1.51623e-09,-2.9941e-08
146.894,0,-4.4285e-08,-3.48295e-08
146.896,0,-5.32717e-08,-3.51592e-08
146.898,0,-1.51623e-09,-2.99407e-08
146.9,0,4.4285e-08,-3.48269e-08
146.902,0,5.32717e-08,-3.51568e-08
146.904,0,1.51623e-09,-2.9941e-08
146.906,0,-4.4285e-08,-3.48295e-08
146.908,0,-5.32717e-08,-3.51592e-08
146.91,0,-1.51623e-09,-2.99407e-08
146.912,0,4.4285e-08,-3.48269e-08
146.914,0,5.32717e-08,-3.51568e-08
146.916,0,1.51623e-09,-2.9941e-08
146.918,0,-4.4285e-08,-3.48295e-08
146.92,0,-5.32717e-08,-3.51592e-08
146.922,0,-1.51623e-09,-2.99407e-08
146.924,0,4.4285e-08,-3.48269e-08
146.926,0,5.32717e-08,-3.51568e-08
146.928,0,1.51623e-09,-2.9941e-08
146.93,0,-4.4285e-08,-3.48295e-08
146.932,0,-5.32717e-08,-3.51592e-08
146.934,0,-1.51623e-09,-2.99407e-08
146.936,0,4.4285e-08,-3.48269e-08
146.938,0,5.32717e-08,-3.51568e-08
146.94,0,1.51623e-09,-2.9941e-08
146.942,0,-4.4285e-08,-3.48295e-08
146.944,0,-5.32717e-08,-3.51592e-08
146.946,0,-1.51623e-09,-2.99407e-08
146.948,0,4.4285e-08,-3.48269e-08
146.95,0,5.32717e-08,-3.51568e-08
146.952,0,1.51623e-09,-2.9941e-08
146.954,0,-4.4285e-08,-3.48295e-08
146.956,0,-5.32717e-08,-3.51592e-08
146.958,0,-1.51623e-09,-2.99407e-08
146.96,0,4.4285e-08,-3.48269e-08
146.962,0,5.32717e-08,-3.51568e-08
146.964,0,1.51623e-09,-2.9941e-08
146.966,0,-4.4285e-08,-3.48295e-08
146.968,0,-5.32717e-08,-3.51592e-08
146.97,0,-1.51623e-09,-2.99407e-08
146.972,0,4.4285e-08,-3.48269e-08
146.974,0,5.32717e-08,-3.51568e-08
146.976,0,1.51623e-09,-2.9941e-08
146.978,0,-4.4285e-08,-3.48295e-08
146.98,0,-5.32717e-08,-3.51592e-08
146.982,0,-1.51623e-09,-2.99407e-08
146.984,0,4.4285e-08,-3.48269e-08
146.986,0,5.32717e-08,-3.51568e-08
