Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
144.612,0,1.51623e-09,-2.9941e-08
144.614,0,-4.4285e-08,-3.48295e-08
144.616,0,-5.32717e-08,-3.51592e-08
144.618,0,-1.51623e-09,-2.99407e-08
144.62,0,4.4285e-08,-3.48269e-08
144.622,0,5.32717e-08,-3.51568e-08
144.624,0,1.51623e-09,-2.9941e-08
144.626,0,-4.4285e-08,-3.48295e-08
144.628,0,-5.32717e-08,-3.51592e-08
144.63,0,-1.51623e-09,-2.99407e-08
144.632,0,4.4285e-08,-3.48269e-08
144.634,0,5.32717e-08,-3.51568e-08
144.636,0,1.51623e-09,-2.9941e-08
144.638,0,-4.4285e-08,-3.48295e-08
144.64,0,-5.32717e-08,-3.51592e-08
144.642,0,-1.51623e-09,-2.99407e-08
144.644,0,4.4285e-08,-3.48269e-08
144.646,0,5.32717e-08,-3.51568e-08
144.648,0,1.51623e-09,-2.9941e-08
144.65,0,-4.4285e-08,-3.48295e-08
144.652,0,-5.32717e-08,-3.51592e-08
144.654,0,-1.51623e-09,-2.99407e-08
144.656,0,4.4285e-08,-3.48269e-08
144.658,0,5.32717e-08,-3.51568e-08
144.66,0,1.51623e-09,-2.9941e-08
144.662,0,-4.4285e-08,-3.48295e-08
144.664,0,-5.32717e-08,-3.51592e-08
144.666,0,-1.51623e-09,-2.99407e-08
144.668,0,4.4285e-08,-3.48269e-08
144.67,0,5.32717e-08,-3.51568e-08
144.672,0,1.51623e-09,-2.9941e-08
144.674,0,-4.4285e-08,-3.48295e-08
144.676,0,-5.32717e-08,-3.51592e-08
144.678,0,-1.51623e-09,-2.99407e-08
144.68,0,4.4285e-08,-3.48269e-08
144.682,0,5.32717e-08,-3.51568e-08
144.684,0,1.51623e-09,-2.9941e-08
144.686,0,-4.4285e-08,-3.48295e-08
144.688,0,-5.32717e-08,-3.51592e-08
144.69,0,-1.51623e-09,-2.99407e-08
144.692,0,4.4285e-08,-3.48269e-08
144.694,0,5.32717e-08,-3.51568e-08
144.696,0,1.51623e-09,-2.9941e-08
144.698,0,-4.4285e-08,-3.48295e-08
144.7,0,-5.32717e-08,-3.51592e-08
144.702,0,-1.51623e-09,-2.99407e-08
144.704,0,4.4285e-08,-3.48269e-08
144.706,0,5.32717e-08,-3.51568e-08
144.708,0,1.51623e-09,-2.9941e-08
144.71,0,-4.4285e-08,-3.48295e-08
144.712,0,-5.32717e-08,-3.51592e-08
144.714,0,-1.51623e-09,-2.99407e-08
144.716,0,4.4285e-08,-3.48269e-08
144.718,0,5.32717e-08,-3.51568e-08
144.72,0,1.51623e-09,-2.9941e-08
144.722,0,-4.4285e-08,-3.48295e-08
144.724,0,-5.32717e-08,-3.51592e-08
144.726,0,-1.51623e-09,-2.99407e-08
144.728,0,4.4285e-08,-3.48269e-08
144.73,0,5.32717e-08,-3.51568e-08
144.732,0,1.51623e-09,-2.9941e-08
144.734,0,-4.4285e-08,-3.48295e-08
144.736,0,-5.32717e-08,-3.51592e-08
144.738,0,-1.51623e-09,-2.99407e-08
144.74,0,4.4285e-08,-3.48269e-08
144.742,0,5.32717e-08,-3.51568e-08
144.744,0,1.51623e-09,-2.9941e-08
144.746,0,-4.4285e-08,-3.48295e-08
144.748,0,-5.32717e-08,-3.51592e-08
144.75,0,-1.51623e-09,-2.99407e-08
144.752,0,4.4285e-08,-3.48269e-08
144.754,0,5.32717e-08,-3.51568e-08
144.756,0,1.51623e-09,-2.9941e-08
144.758,0,-4.4285e-08,-3.48295e-08
144.76,0,-5.32717e-08,-3.51592e-08
144.762,0,-1.51623e-09,-2.99407e-08
144.764,0,4.4285e-08,-3.48269e-08
144.766,0,5.32717e-08,-3.51568e-08
144.768,0,1.51623e-09,-2.9941e-08
144.77,0,-4.4285e-08,-3.48295e-08
144.772,0,-5.32717e-08,-3.51592e-08
144.774,0,-1.51623e-09,-2.99407e-08
144.776,0,4.4285e-08,-3.48269e-08
144.778,0,5.32717e-08,-3.51568e-08
144.78,0,1.51623e-09,-2.9941e-08
144.782,0,-4.4285e-08,-3.48295e-08
144.784,0,-5.32717e-08,-3.51592e-08
144.786,0,-1.51623e-09,-2.99407e-08
144.788,0,4.4285e-08,-3.48269e-08
144.79,0,5.32717e-08,-3.51568e-08
144.792,0,1.51623e-09,-2.9941e-08
144.794,0,-4.4285e-08,-3.48295e-08
144.796,0,-5.32717e-08,-3.51592e-08
144.798,0,-1.51623e-09,-2.99407e-08
144.8,0,4.4285e-08,-3.48269e-08
144.802,0,5.32717e-08,-3.51568e-08
144.804,0,1.51623e-09,-2.9941e-08
144.806,0,-4.4285e-08,-3.48295e-08
144.808,0,-5.32717e-08,-3.51592e-08
144.81,0,-1.51623e-09,-2.99407e-08
144.812,0,4.4285e-08,-3.48269e-08
144.814,0,5.32717e-08,-3.51568e-08
144.816,0,1.51623e-09,-2.9941e-08
144.818,0,-4.4285e-08,-3.48295e-08
144.82,0,-5.32717e-08,-3.51592e-08
144.822,0,-1.51623e-09,-2.99407e-08
144.824,0,4.4285e-08,-3.48269e-08
144.826,0,5.32717e-08,-3.51568e-08
144.828,0,1.51623e-09,-2.9941e-08
144.83,0,-4.4285e-08,-3.48295e-08
144.832,0,-5.32717e-08,-3.51592e-08
144.834,0,-1.51623e-09,-2.99407e-08
144.836,0,4.4285e-08,-3.48269e-08
144.838,0,5.32717e-08,-3.51568e-08
144.84,0,1.51623e-09,-2.9941e-08
144.842,0,-4.4285e-08,-3.48295e-08
144.844,0,-5.32717e-08,-3.51592e-08
144.846,0,-1.51623e-09,-2.99407e-08
144.848,0,4.4285e-08,-3.48269e-08
144.85,0,5.32717e-08,-3.51568e-08
144.852,0,1.51623e-09,-2.9941e-08
144.854,0,-4.4285e-08,-3.48295e-08
144.856,0,-5.32717e-08,-3.51592e-08
144.858,0,-1.51623e-09,-2.99407e-08
144.86,0,4.4285e-08,-3.48269e-08
144.862,0,5.32717e-08,-3.51568e-08
144.864,0,1.51623e-09,-2.9941e-08
144.866,0,-4.4285e-08,-3.48295e-08
144.868,0,-5.32717e-08,-3.51592e-08
144.87,0,-1.51623e-09,-2.99407e-08
144.872,0,4.4285e-08,-3.48269e-08
144.874,0,5.32717e-08,-3.51568e-08
144.876,0,1.51623e-09,-2.9941e-08
144.878,0,-4.4285e-08,-3.48295e-08
144.88,0,-5.32717e-08,-3.51592e-08
144.882,0,-1.51623e-09,-2.99407e-08
144.884,0,4.4285e-08,-3.48269e-08
144.886,0,5.32717e-08,-3.51568e-08
144.888,0,1.51623e-09,-2.9941e-08
144.89,0,-4.4285e-08,-3.48295e-08
144.892,0,-5.32717e-08,-3.51592e-08
144.894,0,-1.51623e-09,-2.99407e-08
144.896,0,4.4285e-08,-3.48269e-08
144.898,0,5.32717e-08,-3.51568e-08
144.9,0,1.51623e-09,-2.9941e-08
144.902,0,-4.4285e-08,-3.48295e-08
144.904,0,-5.32717e-08,-3.51592e-08
144.906,0,-1.51623e-09,-2.99407e-08
144.908,0,4.4285e-08,-3.48269e-08
144.91,0,5.32717e-08,-3.51568e-08
144.912,0,1.51623e-09,-2.9941e-08
144.914,0,-4.4285e-08,-3.48295e-08
144.916,0,-5.32717e-08,-3.51592e-08
144.918,0,-1.51623e-09,-2.99407e-08
144.92,0,4.4285e-08,-3.48269e-08
144.922,0,5.32717e-08,-3.51568e-08
144.924,0,1.51623e-09,-2.9941e-08
144.926,0,-4.4285e-08,-3.48295e-08
144.928,0,-5.32717e-08,-3.51592e-08
144.93,0,-1.51623e-09,-2.99407e-08
144.932,0,4.4285e-08,-3.48269e-08
144.934,0,5.32717e-08,-3.51568e-08
144.936,0,1.51623e-09,-2.9941e-08
144.938,0,-4.4285e-08,-3.48295e-08
144.94,0,-5.32717e-08,-3.51592e-08
144.942,0,-1.51623e-09,-2.99407e-08
144.944,0,4.4285e-08,-3.48269e-08
144.946,0,5.32717e-08,-3.51568e-08
144.948,0,1.51623e-09,-2.9941e-08
144.95,0,-4.4285e-08,-3.48295e-08
144.952,0,-5.32717e-08,-3.51592e-08
144.954,0,-1.51623e-09,-2.99407e-08
144.956,0,4.4285e-08,-3.48269e-08
144.958,0,5.32717e-08,-3.51568e-08
144.96,0,1.51623e-09,-2.9941e-08
144.962,0,-4.4285e-08,-3.48295e-08
144.964,0,-5.32717e-08,-3.51592e-08
144.966,0,-1.51623e-09,-2.99407e-08
144.968,0,4.4285e-08,-3.48269e-08
144.97,0,5.32717e-08,-3.51568e-08
144.972,0,1.51623e-09,-2.9941e-08
144.974,0,-4.4285e-08,-3.48295e-08
144.976,0,-5.32717e-08,-3.51592e-08
144.978,0,-1.51623e-09,-2.99407e-08
144.98,0,4.4285e-08,-3.48269e-08
144.982,0,5.32717e-08,-3.51568e-08
144.984,0,1.51623e-09,-2.9941e-08
144.986,0,-4.4285e-08,-3.48295e-08
144.988,0,-5.32717e-08,-3.51592e-08
144.99,0,-1.51623e-09,-2.99407e-08
144.992,0,4.4285e-08,-3.48269e-08
144.994,0,5.32717e-08,-3.51568e-08
144.996,0,1.51623e-09,-2.9941e-08
144.998,0,-4.4285e-08,-3.48295e-08
145,0,-5.32717e-08,-3.51592e-08
145.002,0,-1.51623e-09,-2.99407e-08
145.004,0,4.4285e-08,-3.48269e-08
145.006,0,5.32717e-08,-3.51568e-08
145.008,0,1.51623e-09,-2.9941e-08
145.01,0,-4.4285e-08,-3.48295e-08
145.012,0,-5.32717e-08,-3.51592e-08
145.014,0,-1.51623e-09,-2.99407e-08
145.016,0,4.4285e-08,-3.48269e-08
145.018,0,5.32717e-08,-3.51568e-08
145.02,0,1.51623e-09,-2.9941e-08
145.022,0,-4.4285e-08,-3.48295e-08
145.024,0,-5.32717e-08,-3.51592e-08
145.026,0,-1.51623e-09,-2.99407e-08
145.028,0,4.4285e-08,-3.48269e-08
145.03,0,5.32717e-08,-3.51568e-08
145.032,0,1.51623e-09,-2.9941e-08
145.034,0,-4.4285e-08,-3.48295e-08
145.036,0,-5.32717e-08,-3.51592e-08
145.038,0,-1.51623e-09,-2.99407e-08
145.04,0,4.4285e-08,-3.48269e-08
145.042,0,5.32717e-08,-3.51568e-08
145.044,0,1.51623e-09,-2.9941e-08
145.046,0,-4.4285e-08,-3.48295e-08
145.048,0,-5.32717e-08,-3.51592e-08
145.05,0,-1.51623e-09,-2.99407e-08
145.052,0,4.4285e-08,-3.48269e-08
145.054,0,5.32717e-08,-3.51568e-08
145.056,0,1.51623e-09,-2.9941e-08
145.058,0,-4.4285e-08,-3.48295e-08
145.06,0,-5.32717e-08,-3.51592e-08
145.062,0,-1.51623e-09,-2.99407e-08
145.064,0,4.4285e-08,-3.48269e-08
145.066,0,5.32717e-08,-3.51568e-08
145.068,0,1.51623e-09,-2.9941e-08
145.07,0,-4.4285e-08,-3.48295e-08
145.072,0,-5.32717e-08,-3.51592e-08
145.074,0,-1.51623e-09,-2.99407e-08
145.076,0,4.4285e-08,-3.48269e-08
145.078,0,5.32717e-08,-3.51568e-08
145.08,0,1.51623e-09,-2.9941e-08
145.082,0,-4.4285e-08,-3.48295e-08
145.084,0,-5.32717e-08,-3.51592e-08
145.086,0,-1.51623e-09,-2.99407e-08
145.088,0,4.4285e-08,-3.48269e-08
145.09,0,5.32717e-08,-3.51568e-08
145.092,0,1.51623e-09,-2.9941e-08
145.094,0,-4.4285e-08,-3.48295e-08
145.096,0,-5.32717e-08,-3.51592e-08
145.098,0,-1.51623e-09,-2.99407e-08
145.1,0,4.4285e-08,-3.48269e-08
145.102,0,5.32717e-08,-3.51568e-08
145.104,0,1.51623e-09,-2.9941e-08
145.106,0,-4.4285e-08,-3.48295e-08
145.108,0,-5.32717e-08,-3.51592e-08
145.11,0,-1.51623e-09,-2.99407e-08
145.112,0,4.4285e-08,-3.48269e-08
145.114,0,5.32717e-08,-3.51568e-08
145.116,0,1.51623e-09,-2.9941e-08
145.118,0,-4.4285e-08,-3.48295e-08
145.12,0,-5.32717e-08,-3.51592e-08
145.122,0,-1.51623e-09,-2.99407e-08
145.124,0,4.4285e-08,-3.48269e-08
145.126,0,5.32717e-08,-3.51568e-08
145.128,0,1.51623e-09,-2.9941e-08
145.13,0,-4.4285e-08,-3.48295e-08
145.132,0,-5.32717e-08,-3.51592e-08
145.134,0,-1.51623e-09,-2.99407e-08
145.136,0,4.4285e-08,-3.48269e-08
145.138,0,5.32717e-08,-3.51568e-08
145.14,0,1.51623e-09,-2.9941e-08
145.142,0,-4.4285e-08,-3.48295e-08
145.144,0,-5.32717e-08,-3.51592e-08
145.146,0,-1.51623e-09,-2.99407e-08
145.148,0,4.4285e-08,-3.48269e-08
145.15,0,5.32717e-08,-3.51568e-08
145.152,0,1.51623e-09,-2.9941e-08
145.154,0,-4.4285e-08,-3.48295e-08
145.156,0,-5.32717e-08,-3.51592e-08
145.158,0,-1.51623e-09,-2.99407e-08
145.16,0,4.4285e-08,-3.48269e-08
145.162,0,5.32717e-08,-3.51568e-08
145.164,0,1.51623e-09,-2.9941e-08
145.166,0,-4.4285e-08,-3.48295e-08
145.168,0,-5.32717e-08,-3.51592e-08
145.17,0,-1.51623e-09,-2.99407e-08
145.172,0,4.4285e-08,-3.48269e-08
145.174,0,5.32717e-08,-3.51568e-08
145.176,0,1.51623e-09,-2.9941e-08
145.178,0,-4.4285e-08,-3.48295e-08
145.18,0,-5.32717e-08,-3.51592e-08
145.182,0,-1.51623e-09,-2.99407e-08
145.184,0,4.4285e-08,-3.48269e-08
145.186,0,5.32717e-08,-3.51568e-08
145.188,0,1.51623e-09,-2.9941e-08
145.19,0,-4.4285e-08,-3.48295e-08
145.192,0,-5.32717e-08,-3.51592e-08
145.194,0,-1.51623e-09,-2.99407e-08
145.196,0,4.4285e-08,-3.48269e-08
145.198,0,5.32717e-08,-3.51568e-08
145.2,0,1.51623e-09,-2.9941e-08
145.202,0,-4.4285e-08,-3.48295e-08
145.204,0,-5.32717e-08,-3.51592e-08
145.206,0,-1.51623e-09,-2.99407e-08
145.208,0,4.4285e-08,-3.48269e-08
145.21,0,5.32717e-08,-3.51568e-08
145.212,0,1.51623e-09,-2.9941e-08
145.214,0,-4.4285e-08,-3.48295e-08
145.216,0,-5.32717e-08,-3.51592e-08
145.218,0,-1.51623e-09,-2.99407e-08
145.22,0,4.4285e-08,-3.48269e-08
145.222,0,5.32717e-08,-3.51568e-08
145.224,0,1.51623e-09,-2.9941e-08
145.226,0,-4.4285e-08,-3.48295e-08
145.228,0,-5.32717e-08,-3.51592e-08
145.23,0,-1.51623e-09,-2.99407e-08
145.232,0,4.4285e-08,-3.48269e-08
145.234,0,5.32717e-08,-3.51568e-08
145.236,0,1.51623e-09,-2.9941e-08
145.238,0,-4.4285e-08,-3.48295e-08
145.24,0,-5.32717e-08,-3.51592e-08
145.242,0,-1.51623e-09,-2.99407e-08
145.244,0,4.4285e-08,-3.48269e-08
145.246,0,5.32717e-08,-3.51568e-08
145.248,0,1.51623e-09,-2.9941e-08
145.25,0,-4.4285e-08,-3.48295e-08
145.252,0,-5.32717e-08,-3.51592e-08
145.254,0,-1.51623e-09,-2.99407e-08
145.256,0,4.4285e-08,-3.48269e-08
145.258,0,5.32717e-08,-3.51568e-08
145.26,0,1.51623e-09,-2.9941e-08
145.262,0,-4.4285e-08,-3.48295e-08
145.264,0,-5.32717e-08,-3.51592e-08
145.266,0,-1.51623e-09,-2.99407e-08
145.268,0,4.4285e-08,-3.48269e-08
145.27,0,5.32717e-08,-3.51568e-08
145.272,0,1.51623e-09,-2.9941e-08
145.274,0,-4.4285e-08,-3.48295e-08
145.276,0,-5.32717e-08,-3.51592e-08
145.278,0,-1.51623e-09,-2.99407e-08
145.28,0,4.4285e-08,-3.48269e-08
145.282,0,5.32717e-08,-3.51568e-08
145.284,0,1.51623e-09,-2.9941e-08
145.286,0,-4.4285e-08,-3.48295e-08
145.288,0,-5.32717e-08,-3.51592e-08
145.29,0,-1.51623e-09,-2.99407e-08
145.292,0,4.4285e-08,-3.48269e-08
145.294,0,5.32717e-08,-3.51568e-08
145.296,0,1.51623e-09,-2.9941e-08
145.298,0,-4.4285e-08,-3.48295e-08
145.3,0,-5.32717e-08,-3.51592e-08
145.302,0,-1.51623e-09,-2.99407e-08
145.304,0,4.4285e-08,-3.48269e-08
145.306,0,5.32717e-08,-3.51568e-08
145.308,0,1.51623e-09,-2.9941e-08
145.31,0,-4.4285e-08,-3.48295e-08
145.312,0,-5.32717e-08,-3.51592e-08
145.314,0,-1.51623e-09,-2.99407e-08
145.316,0,4.4285e-08,-3.48269e-08
145.318,0,5.32717e-08,-3.51568e-08
145.32,0,1.51623e-09,-2.9941e-08
145.322,0,-4.4285e-08,-3.48295e-08
145.324,0,-5.32717e-08,-3.51592e-08
145.326,0,-1.51623e-09,-2.99407e-08
145.328,0,4.4285e-08,-3.48269e-08
145.33,0,5.32717e-08,-3.51568e-08
145.332,0,1.51623e-09,-2.9941e-08
145.334,0,-4.4285e-08,-3.48295e-08
145.336,0,-5.32717e-08,-3.51592e-08
145.338,0,-1.51623e-09,-2.99407e-08
145.34,0,4.4285e-08,-3.48269e-08
145.342,0,5.32717e-08,-3.51568e-08
145.344,0,1.51623e-09,-2.9941e-08
145.346,0,-4.4285e-08,-3.48295e-08
145.348,0,-5.32717e-08,-3.51592e-08
145.35,0,-1.51623e-09,-2.99407e-08
145.352,0,4.4285e-08,-3.48269e-08
145.354,0,5.32717e-08,-3.51568e-08
145.356,0,1.51623e-09,-2.9941e-08
145.358,0,-4.4285e-08,-3.48295e-08
145.36,0,-5.32717e-08,-3.51592e-08
145.362,0,-1.51623e-09,-2.99407e-08
145.364,0,4.4285e-08,-3.48269e-08
145.366,0,5.32717e-08,-3.51568e-08
145.368,0,1.51623e-09,-2.9941e-08
145.37,0,-4.4285e-08,-3.48295e-08
145.372,0,-5.32717e-08,-3.51592e-08
145.374,0,-1.51623e-09,-2.99407e-08
145.376,0,4.4285e-08,-3.48269e-08
145.378,0,5.32717e-08,-3.51568e-08
145.38,0,1.51623e-09,-2.9941e-08
145.382,0,-4.4285e-08,-3.48295e-08
145.384,0,-5.32717e-08,-3.51592e-08
145.386,0,-1.51623e-09,-2.99407e-08
145.388,0,4.4285e-08,-3.48269e-08
145.39,0,5.32717e-08,-3.51568e-08
145.392,0,1.51623e-09,-2.9941e-08
145.394,0,-4.4285e-08,-3.48295e-08
145.396,0,-5.32717e-08,-3.51592e-08
145.398,0,-1.51623e-09,-2.99407e-08
145.4,0,4.4285e-08,-3.48269e-08
145.402,0,5.32717e-08,-3.51568e-08
145.404,0,1.51623e-09,-2.9941e-08
145.406,0,-4.4285e-08,-3.48295e-08
145.408,0,-5.32717e-08,-3.51592e-08
145.41,0,-1.51623e-09,-2.99407e-08
145.412,0,4.4285e-08,-3.48269e-08
145.414,0,5.32717e-08,-3.51568e-08
145.416,0,1.51623e-09,-2.9941e-08
145.418,0,-4.4285e-08,-3.48295e-08
145.42,0,-5.32717e-08,-3.51592e-08
145.422,0,-1.51623e-09,-2.99407e-08
145.424,0,4.4285e-08,-3.48269e-08
145.426,0,5.32717e-08,-3.51568e-08
145.428,0,1.51623e-09,-2.9941e-08
145.43,0,-4.4285e-08,-3.48295e-08
145.432,0,-5.32717e-08,-3.51592e-08
145.434,0,-1.51623e-09,-2.99407e-08
145.436,0,4.4285e-08,-3.48269e-08
145.438,0,5.32717e-08,-3.51568e-08
145.44,0,1.51623e-09,-2.9941e-08
145.442,0,-4.4285e-08,-3.48295e-08
145.444,0,-5.32717e-08,-3.51592e-08
145.446,0,-1.51623e-09,-2.99407e-08
145.448,0,4.4285e-08,-3.48269e-08
145.45,0,5.32717e-08,-3.51568e-08
145.452,0,1.51623e-09,-2.9941e-08
145.454,0,-4.4285e-08,-3.48295e-08
145.456,0,-5.32717e-08,-3.51592e-08
145.458,0,-1.51623e-09,-2.99407e-08
145.46,0,4.4285e-08,-3.48269e-08
145.462,0,5.32717e-08,-3.51568e-08
145.464,0,1.51623e-09,-2.9941e-08
145.466,0,-4.4285e-08,-3.48295e-08
145.468,0,-5.32717e-08,-3.51592e-08
145.47,0,-1.51623e-09,-2.99407e-08
145.472,0,4.4285e-08,-3.48269e-08
145.474,0,5.32717e-08,-3.51568e-08
145.476,0,1.51623e-09,-2.9941e-08
145.478,0,-4.4285e-08,-3.48295e-08
145.48,0,-5.32717e-08,-3.51592e-08
145.482,0,-1.51623e-09,-2.99407e-08
145.484,0,4.4285e-08,-3.48269e-08
145.486,0,5.32717e-08,-3.51568e-08
145.488,0,1.51623e-09,-2.9941e-08
145.49,0,-4.4285e-08,-3.48295e-08
145.492,0,-5.32717e-08,-3.51592e-08
145.494,0,-1.51623e-09,-2.99407e-08
145.496,0,4.4285e-08,-3.48269e-08
145.498,0,5.32717e-08,-3.51568e-08
145.5,0,1.51623e-09,-2.9941e-08
145.502,0,-4.4285e-08,-3.48295e-08
145.504,0,-5.32717e-08,-3.51592e-08
145.506,0,-1.51623e-09,-2.99407e-08
145.508,0,4.4285e-08,-3.48269e-08
145.51,0,5.32717e-08,-3.51568e-08
145.512,0,1.51623e-09,-2.9941e-08
145.514,0,-4.4285e-08,-3.48295e-08
145.516,0,-5.32717e-08,-3.51592e-08
145.518,0,-1.51623e-09,-2.99407e-08
145.52,0,4.4285e-08,-3.48269e-08
145.522,0,5.32717e-08,-3.51568e-08
145.524,0,1.51623e-09,-2.9941e-08
145.526,0,-4.4285e-08,-3.48295e-08
145.528,0,-5.32717e-08,-3.51592e-08
145.53,0,-1.51623e-09,-2.99407e-08
145.532,0,4.4285e-08,-3.48269e-08
145.534,0,5.32717e-08,-3.51568e-08
145.536,0,1.51623e-09,-2.9941e-08
145.538,0,-4.4285e-08,-3.48295e-08
145.54,0,-5.32717e-08,-3.51592e-08
145.542,0,-1.51623e-09,-2.99407e-08
145.544,0,4.4285e-08,-3.48269e-08
145.546,0,5.32717e-08,-3.51568e-08
145.548,0,1.51623e-09,-2.9941e-08
145.55,0,-4.4285e-08,-3.48295e-08
145.552,0,-5.32717e-08,-3.51592e-08
145.554,0,-1.51623e-09,-2.99407e-08
145.556,0,4.4285e-08,-3.48269e-08
145.558,0,5.32717e-08,-3.51568e-08
145.56,0,1.51623e-09,-2.9941e-08
145.562,0,-4.4285e-08,-3.48295e-08
145.564,0,-5.32717e-08,-3.51592e-08
145.566,0,-1.51623e-09,-2.99407e-08
145.568,0,4.4285e-08,-3.48269e-08
145.57,0,5.32717e-08,-3.51568e-08
145.572,0,1.51623e-09,-2.9941e-08
145.574,0,-4.4285e-08,-3.48295e-08
145.576,0,-5.32717e-08,-3.51592e-08
145.578,0,-1.51623e-09,-2.99407e-08
145.58,0,4.4285e-08,-3.48269e-08
145.582,0,5.32717e-08,-3.51568e-08
145.584,0,1.51623e-09,-2.9941e-08
145.586,0,-4.4285e-08,-3.48295e-08
145.588,0,-5.32717e-08,-3.51592e-08
145.59,0,-1.51623e-09,-2.99407e-08
145.592,0,4.4285e-08,-3.48269e-08
145.594,0,5.32717e-08,-3.51568e-08
145.596,0,1.51623e-09,-2.9941e-08
145.598,0,-4.4285e-08,-3.48295e-08
145.6,0,-5.32717e-08,-3.51592e-08
145.602,0,-1.51623e-09,-2.99407e-08
145.604,0,4.4285e-08,-3.48269e-08
145.606,0,5.32717e-08,-3.51568e-08
145.608,0,1.51623e-09,-2.9941e-08
145.61,0,-4.4285e-08,-3.48295e-08
145.612,0,-5.32717e-08,-3.51592e-08
145.614,0,-1.51623e-09,-2.99407e-08
145.616,0,4.4285e-08,-3.48269e-08
145.618,0,5.32717e-08,-3.51568e-08
145.62,0,1.51623e-09,-2.9941e-08
145.622,0,-4.4285e-08,-3.48295e-08
145.624,0,-5.32717e-08,-3.51592e-08
145.626,0,-1.51623e-09,-2.99407e-08
145.628,0,4.4285e-08,-3.48269e-08
145.63,0,5.32717e-08,-3.51568e-08
145.632,0,1.51623e-09,-2.9941e-08
145.634,0,-4.4285e-08,-3.48295e-08
145.636,0,-5.32717e-08,-3.51592e-08
145.638,0,-1.51623e-09,-2.99407e-08
145.64,0,4.4285e-08,-3.48269e-08
145.642,0,5.32717e-08,-3.51568e-08
145.644,0,1.51623e-09,-2.9941e-08
145.646,0,-4.4285e-08,-3.48295e-08
145.648,0,-5.32717e-08,-3.51592e-08
145.65,0,-1.51623e-09,-2.99407e-08
145.652,0,4.4285e-08,-3.48269e-08
145.654,0,5.32717e-08,-3.51568e-08
145.656,0,1.51623e-09,-2.9941e-08
145.658,0,-4.4285e-08,-3.48295e-08
145.66,0,-5.32717e-08,-3.51592e-08
145.662,0,-1.51623e-09,-2.99407e-08
145.664,0,4.4285e-08,-3.48269e-08
145.666,0,5.32717e-08,-3.51568e-08
145.668,0,1.51623e-09,-2.9941e-08
145.67,0,-4.4285e-08,-3.48295e-08
145.672,0,-5.32717e-08,-3.51592e-08
145.674,0,-1.51623e-09,-2.99407e-08
145.676,0,4.4285e-08,-3.48269e-08
145.678,0,5.32717e-08,-3.51568e-08
145.68,0,1.51623e-09,-2.9941e-08
145.682,0,-4.4285e-08,-3.48295e-08
145.684,0,-5.32717e-08,-3.51592e-08
145.686,0,-1.51623e-09,-2.99407e-08
145.688,0,4.4285e-08,-3.48269e-08
145.69,0,5.32717e-08,-3.51568e-08
145.692,0,1.51623e-09,-2.9941e-08
145.694,0,-4.4285e-08,-3.48295e-08
145.696,0,-5.32717e-08,-3.51592e-08
145.698,0,-1.51623e-09,-2.99407e-08
145.7,0,4.4285e-08,-3.48269e-08
145.702,0,5.32717e-08,-3.51568e-08
145.704,0,1.51623e-09,-2.9941e-08
145.706,0,-4.4285e-08,-3.48295e-08
145.708,0,-5.32717e-08,-3.51592e-08
145.71,0,-1.51623e-09,-2.99407e-08
145.712,0,4.4285e-08,-3.48269e-08
145.714,0,5.32717e-08,-3.51568e-08
145.716,0,1.51623e-09,-2.9941e-08
145.718,0,-4.4285e-08,-3.48295e-08
145.72,0,-5.32717e-08,-3.51592e-08
145.722,0,-1.51623e-09,-2.99407e-08
145.724,0,4.4285e-08,-3.48269e-08
145.726,0,5.32717e-08,-3.51568e-08
145.728,0,1.51623e-09,-2.9941e-08
145.73,0,-4.4285e-08,-3.48295e-08
145.732,0,-5.32717e-08,-3.51592e-08
145.734,0,-1.51623e-09,-2.99407e-08
145.736,0,4.4285e-08,-3.48269e-08
145.738,0,5.32717e-08,-3.51568e-08
145.74,0,1.51623e-09,-2.9941e-08
145.742,0,-4.4285e-08,-3.48295e-08
145.744,0,-5.32717e-08,-3.51592e-08
145.746,0,-1.51623e-09,-2.99407e-08
145.748,0,4.4285e-08,-3.48269e-08
145.75,0,5.32717e-08,-3.51568e-08
145.752,0,1.51623e-09,-2.9941e-08
145.754,0,-4.4285e-08,-3.48295e-08
145.756,0,-5.32717e-08,-3.51592e-08
145.758,0,-1.51623e-09,-2.99407e-08
145.76,0,4.4285e-08,-3.48269e-08
145.762,0,5.32717e-08,-3.51568e-08
145.764,0,1.51623e-09,-2.9941e-08
145.766,0,-4.4285e-08,-3.48295e-08
145.768,0,-5.32717e-08,-3.51592e-08
145.77,0,-1.51623e-09,-2.99407e-08
145.772,0,4.4285e-08,-3.48269e-08
145.774,0,5.32717e-08,-3.51568e-08
145.776,0,1.51623e-09,-2.9941e-08
145.778,0,-4.4285e-08,-3.48295e-08
145.78,0,-5.32717e-08,-3.51592e-08
145.782,0,-1.51623e-09,-2.99407e-08
145.784,0,4.4285e-08,-3.48269e-08
145.786,0,5.32717e-08,-3.51568e-08
145.788,0,1.51623e-09,-2.9941e-08
145.79,0,-4.4285e-08,-3.48295e-08
145.792,0,-5.32717e-08,-3.51592e-08
145.794,0,-1.51623e-09,-2.99407e-08
145.796,0,4.4285e-08,-3.48269e-08
145.798,0,5.32717e-08,-3.51568e-08
